song,artist,youtube_id,AI_Keywords
アイドル,YOASOBI,PkNMFiHQKpM,"アイドル, Idol, 2023, 2020年代, 2020s, 日本, J-Pop, 日本流行音樂, YOASOBI風格, YOASOBI Style, 電子流行, Electropop, 動漫音樂, Anisong, 現代製作, Modern Production, 高能量, High Energy, 快速節奏, Fast Tempo, 複雜編曲, Complex Arrangement, 合成器, Synthesizer, 鼓機, Drum Machine, 強力女聲, Powerful Vocals, 變調唱法, Dynamic Vocals, 舞蹈音樂, Dance, 派對, Party, 健身, Workout, 活力, Energetic, 震撼, Impactful, 無敵的笑容一個一個點燃開端, 無敵の笑顔で荒らすメディア"
夜に駆ける,YOASOBI,Y3zoY3k_rQY,"THE BOOK, THE BOOK, 2019, 2010年代, 2010s, Japan, J-Pop, YOASOBI Style, 電子流行, Electropop, 現代合成器, Modern Synth, 高速節奏, Fast Tempo, 激昂唱腔, Energetic Vocals, 鋼琴開場, Piano Intro, 躍動感, Upbeat, 現代都市, Urban, 激昂, Emotional, 情感奔流, Passionate, 聽覺衝擊, Impactful, 深夜驅動, Night Drive, 沉浸式體驗, Immersive, 現代經典, Modern Classic, 沈むように溶けてゆくように, さあ流れる滴の向こうへ"
兜圈,林宥嘉,p4vyl2atYaU,"今日營業中, Sell Like Hot Cakes, 2016, 2010年代, 2010s, 台灣, Taiwan, 華語流行, Mandopop, 林氏情歌, Yoga Lin Style, 流行抒情, Pop Ballad, 流行搖滾, Pop Rock, 清澈嗓音, Clean Vocals, 氣聲唱法, Airy Vocals, 鋼琴伴奏, Piano, 弦樂編制, Strings, 浪漫氛圍, Romantic, 婚禮歌單, Wedding, 約會, Dating, 咖啡廳, Cafe, 療癒系, Healing, 經典, Classic, 好的事情最後雖然沒發生, 兜圈才找到我們承諾的站台"
如果可以,韋禮安,sInn5QSBixc,"如果可以, Red Scarf, 2021, 2020年代, 2020s, Taiwan, 華語流行, Mandopop, 流行抒情, Pop Ballad, 鋼琴流行, Piano Pop, 戲劇主題曲, Soundtrack, 男聲, Male Vocals, 清澈嗓音, Clean Vocals, 情感渲染, Emotional, 鋼琴伴奏, Piano, 弦樂編曲, Orchestral Strings, 流行編曲, Pop Arrangement, 浪漫氛圍, Romantic, 療癒系, Healing, 婚禮歌單, Wedding, 約會, Dating, 抒情歌, Ballad, 經典, Classic, 如果可以我想和你回到那天相遇讓時間停止在那場雨, 如果可以回過頭來當下的我們該如何相遇"
天后,陳勢安,LESEy2jH_vM,"天后, Queen, 2010, 2010年代, 2010s, 台灣, Taiwan, 華語流行, Mandopop, 流行抒情, Pop Ballad, 撕心裂肺, Emotional Vocals, 強力唱腔, Power Vocals, 鋼琴伴奏, Piano, 弦樂編制, Strings, 療癒, Healing, 經典, Classic, KTV熱門, Karaoke Hits, 撕心裂肺的傷口有誰能夠補救, 我嫉妒你的愛氣勢如虹"
就讓這大雨全都落下,容祖兒,YPRMEUhf6GY,"容祖兒 學會，Joey Yung Learn to, 2022, 2020年代, 2020s, Hong Kong, 華語流行, Mandopop, 容式情歌, Joey Yung Style, 流行抒情, Pop Ballad, 情感強烈, Emotional Vocals, 鋼琴伴奏, Piano, 弦樂編制, String Orchestra, 療癒系, Healing, 浪漫, Romantic, 經典, Classic, 流行曲, Mainstream Pop, 城市情歌, Urban Ballad, 就讓這大雨全都落下, 怎麼就這樣停在這一刻"
楓,周杰倫,pGd4Apf1iGA,"十一月的蕭邦, November's Chopin, 2005, 2000年代, 2000s, Taiwan, 華語流行, Mandopop, 周氏情歌, Jay Chou Style, 流行抒情, Pop Ballad, 悲傷情歌, Sad Love Song, 敘事風格, Narrative, 鋼琴伴奏, Piano, 弦樂, Strings, 鼓組, Drum Groove, 流行節奏, Pop Rhythm, 傷感氛圍, Melancholic, 失戀, Heartbreak, 療癒, Healing, 經典, Classic, 浪漫, Romantic, 咖啡廳, Cafe, 約會, Dating, 緩緩飄落的楓葉像思念, 我試著挽留這份愛你說過了"
芒種,"音闕詩聽, 趙方婧",MvLPIOeLDdI,"芒種, Mang Zhong, 2019, 2010年代, 2010s, 中國, 華語流行, Mandopop, 古風流行, Gu-Feng Pop, 電子舞曲, EDM, 實驗流行, Experimental Pop, 戲腔, Chinese Opera Vocals, 獨特顫音, Vibrato, 琵琶, Pipa, 合成器, Synthesizer, 節奏律動, Groove, 國潮, China-Chic, 傳統元素, Traditional Elements, 流行舞曲, Dance Pop, 古典融合, Fusion, 舞池, Club, 派對, Party, 一朵種在心裡的種子, 其實我也想過不再為你牽掛"
晴天,周杰倫,GDmClsB99_s,"七里香, Common Jasmine Orange, 2004, 2000年代, 2000s, 台灣, Taiwan, 華語流行, Mandopop, 周氏情歌, Jay Chou Style, 流行搖滾, Pop Rock, 流行抒情, Pop Ballad, 鋼琴, Piano, 木吉他, Acoustic Guitar, 電吉他, Electric Guitar, 清澈嗓音, Clean Vocals, 懷舊, Nostalgia, 浪漫, Romantic, 經典, Classic, 療癒, Healing, 婚禮, Wedding, 約會, Dating, 咖啡廳, Cafe, 故事小黃花從剛剛出生那年就飄著, 從前從前有個人愛你很久"
仗著,陳壹千,6Qciev5oOwY,"仗著, Zhang Zhe, 2020, 2020年代, 2020s, 中國大陸, 華語流行, Mandopop, 流行抒情, Pop Ballad, 現代流行, Contemporary Pop, 獨特嗓音, Distinctive Vocals, 鋼琴伴奏, Piano, 流行編曲, Modern Arrangement, 情感表達, Emotional, 療癒, Healing, 浪漫, Romantic, 約會, Dating, 傷感, Melancholic, 悵然, Longing, 離開我以後你卻又回來了, 我們仗著對方還愛著"
聽說你,于冬然,Z6JVkrHXGnc,"聽說你, Hearing About You, 2021, 2020年代, 2020s, 中國, 華語流行, Mandopop, 流行抒情, Pop Ballad, 傷感流行, Sad Pop, 女聲獨唱, Female Vocals, 情感爆發, Emotional Intensity, 鋼琴伴奏, Piano, 流行弦樂, Pop Strings, 憂鬱, Melancholic, 療癒, Healing, 失戀, Heartbreak, 情感敘事, Narrative, 懷舊感, Nostalgic, 深夜陪伴, Late Night, 聽說你最近過得怎樣, 其實我還是很想你"
過客,阿涵,UbLwOE5FltU,"過客, Passerby, 2017, 2010年代, 2010s, 中國, 華語流行, Mandopop, 流行抒情, Pop Ballad, 憂鬱風格, Melancholy, 乾淨人聲, Clean Vocals, 敘事唱腔, Narrative Vocals, 鋼琴伴奏, Piano, 弦樂編制, Strings, 療癒, Healing, 情感共鳴, Emotional, 戀愛回憶, Nostalgia, 分手歌單, Breakup, 傷感氛圍, Sentimental, 刻骨銘心, 走在相思的風雨中, 我承認我還是會有些難過"
我們的愛,F.I.R.飛兒樂團,CS1JzRDqj1c,"F.I.R.飛兒樂團同名專輯, F.I.R. 同名專輯, 2004, 2000年代, 2000s, Taiwan, 華語流行, Mandopop, 飛兒樂團風格, F.I.R. Style, 流行搖滾, Pop Rock, 抒情搖滾, Power Ballad, 強烈情感, Powerful Vocals, 高音爆發, Belting, 電吉他, Electric Guitar, 鋼琴伴奏, Piano, 鼓組節奏, Drums, 浪漫氛圍, Romantic, 經典, Classic, 療癒, Healing, 情感宣洩, Emotional, 回憶, Nostalgic, 懷舊金曲, Golden Oldies, 回憶裡甜蜜的情節, 我們的愛過了就不再回來"
Why you gonna lie,高爾宣,rSqKxeG-W-M,"水平線, #OSNGRY, 2019, 2010年代, 2010s, 台灣, Taiwan, 華語流行, Mandopop, 高爾宣流派, OSN Style, 當代節奏藍調, Contemporary R&B, 流行嘻哈, Pop Rap, 渾厚嗓音, Deep Vocals, 獨特顫音, Unique Vibrato, 電子合成器, Synthesizer, 鼓機節拍, Drum Machine, 低音貝斯, Bassline, 現代都會, Urban, 情感宣洩, Emotional, 約會, Dating, 沉思, Contemplation, 夜晚駕駛, Night Drive, 派對餘韻, After Party, 為什麼你還要說謊, 為什麼你還要說謊"
說好的幸福呢,周杰倫,W3T3dJC1zK0,"魔杰座, Capricorn, 2008, 2000年代, 2000s, Taiwan, 華語流行, Mandopop, 周氏情歌, Jay Chou Style, 流行抒情, Pop Ballad, 鋼琴伴奏, Piano, 弦樂編制, Strings, 悲傷氛圍, Melancholy, 情感表達, Emotional, 經典, Classic, 療癒, Healing, 抒情歌單, Ballad Playlist, 咖啡廳, Cafe, 浪漫, Romantic, 你的回車鍵轉啊轉我繼續寫信, 怎麼了你累了說好的幸福呢"
演員,薛之謙,gREBcS09DFQ,"初學者, Gentlemen, 2015, 2010年代, 2010s, 中國, 華語流行, Mandopop, 薛式情歌, Joker Xue Style, 流行抒情, Pop Ballad, 情感爆發, Emotional Vocals, 敘事性, Narrative, 鋼琴伴奏, Piano, 弦樂編制, Strings, 療癒, Healing, 傷感, Melancholic, 浪漫, Romantic, 經典, Classic, 流行歌曲, Popular, 深刻, Deep, 簡單點說話的方式簡單點, 該配合你演出的我演視而不見"
我很好騙,動力火車,ZFWPpXe1cKk,"永遠不回頭, Never Turn Back, 2021, 2020年代, 2020s, Taiwan, 華語流行, Mandopop, 動力火車風格, Power Station Style, 流行抒情, Pop Ballad, 情感爆發, Emotional Vocals, 鐵漢柔情, Powerful Vocals, 鋼琴伴奏, Piano, 弦樂編制, Strings, 療癒, Healing, 失戀, Heartbreak, 經典, Classic, 悲傷, Sadness, 深情, Passionate, 聽說你對我還有些留戀, 我很好騙還用說嗎"
First Love,宇多田ヒカル,grenOsU3SWs,"First Love, First Love, 1999, 1990年代, 1990s, Japan, J-Pop, 宇多田光風格, Hikaru Utada Style, Pop Ballad, R&B, 流行抒情, 鋼琴伴奏, Piano, 弦樂編制, Strings, 渾厚中音, Rich Vocals, 情感渲染, Emotional, 經典, Classic, 懷舊, Nostalgic, 浪漫, Romantic, 婚禮, Wedding, 約會, Dating, 最後的吻在香菸味中消失, You are always gonna be my love"
歐若拉,張韶涵,3sm-EvfPGeY,"歐若拉, Aurora, 2004, 2000年代, 2000s, 台灣, Taiwan, 華語流行, Mandopop, 流行搖滾, Pop Rock, 電子流行, Electropop, 爆發力嗓音, Powerful Vocals, 獨特音色, Unique Timbre, 合成器, Synthesizer, 打擊樂, Percussion, 節奏感, Rhythmic, 經典, Classic, 療癒, Healing, 激勵, Empowering, 充滿力量, Energetic, 探險, Adventure, 神秘氛圍, Mysterious Atmosphere, 神秘北極圈是歐若拉帶來的氣息, 歐若拉是奇蹟般的存在"
很久以後,鄧紫棋,hZ36AJHyP5A,"摩天動物園, City Zoo, 2019, 2010年代, 2010s, China, 華語流行, Mandopop, 流行抒情, Pop Ballad, 鋼琴主導, Piano-driven, 清澈嗓音, Clean Vocals, 強烈情緒, Emotional Power, 敘事性, Narrative, 療癒, Healing, 情感共鳴, Emotional Resonance, 傷感, Melancholy, 經典, Classic, 終於等到你選擇放手, 原來人的一生功課"
達拉崩吧,周深,GzCYE1ECw7M,"歌手：周深, 達拉崩吧, 2020, 2020年代, 2020s, 中國, 華語流行, Mandopop, 敘事流行, Narrative Pop, 戲劇化流行, Theatrical Pop, 假聲男高音, Countertenor, 精準共鳴, Precise Resonance, 靈動音色, Agile Vocals, 快速節奏, Fast Tempo, 合成器編曲, Synthesizer, 打擊樂, Percussion, 電子音樂, Electronic, 動漫風格, Anime Style, 幻想曲, Fantasy, 史詩敘事, Epic Narrative, 角色扮演, Role-playing, 競技節目, Variety Show, 達拉崩吧斑得貝迪卜多比魯翁, 達拉崩吧斑得貝迪卜多比魯翁"
碼頭姑娘,劉芷融,RmrURcxOxtQ,"返校 電影原聲帶, Detention Original Soundtrack, 2019, 2010年代, 2010s, Taiwan, 華語流行, Mandopop, 電影原聲帶, Soundtrack, 流行抒情, Pop Ballad, 戲劇性, Dramatic, 悲劇色彩, Tragic, 敘事風格, Narrative, 女聲, Female Vocals, 獨唱, Solo, 鋼琴伴奏, Piano, 空靈感, Ethereal, 憂鬱, Melancholy, 懷舊, Nostalgic, 經典, Classic, 療癒, Healing, 浪漫, Romantic, 一盞離愁孤燈映在碼頭, 一去無還鄉"
想見你想見你想見你,八三夭,i_4g-t3zhqQ,"想見你想見你想見你, Someday or One Day, 2019, 2010年代, 2010s, Taiwan, 華語流行, Mandopop, 八三夭式搖滾, 831 Style, 流行搖滾, Pop Rock, 流行抒情, Pop Ballad, 穿透力嗓音, Powerful Vocals, 情感爆發, Emotional Intensity, 電吉他, Electric Guitar, 爵士鼓, Drums, 鋼琴, Piano, 搖滾編曲, Rock Arrangement, 浪漫氛圍, Romantic, 催淚, Tear-jerker, 影視主題曲, OST, 經典, Classic, 當相愛變成了黑白, 想見你只想見你"
FLOWER,JISOO,nLsv_bIugzA,"ME, ME, 2023, 2020年代, 2020s, South Korea, K-Pop, Dance-Pop, Latin Pop, Trap, Synths, Percussion, Bass, Sophisticated Production, Glossy Vocals, Vibrant, Charismatic, Performance, Chic, Trendy, Global Pop, Modern, Dance, Club, Energetic, Stylized, Fashionable, 콩 꽃향기만 남기고 갔단다, 꽃향기만 남기고 갔단다"
DANCE MONKEY,Tones and I,x-Ttc4KDoCk,"澳洲狂想曲, The Kids Are Coming, 2019, 2010年代, 2010s, Australia, 流行舞曲, Dance-Pop, 電子流行, Electropop, 獨立流行, Indie Pop, 獨特唱腔, Unique Vocals, 變聲處理, Pitch-Shifted Vocals, 節奏感, Groove, 強力節拍, Upbeat, 重低音, Bassline, 派對音樂, Party, 夜店, Club, 充滿活力, Energetic, 舞蹈, Dancing, 現代流行, Modern Pop, 節奏強烈, Catchy, They begg'd me go, Dance for me dance for me dance for me oh oh oh"
倒數,鄧紫棋,GHs1n2aXoIg,"摩登動物園, Puppy Love, 2018, 2010年代, 2010s, 中國, 華語流行, Mandopop, 流行電子, Electropop, 強力流行, Power Pop, 現代製作, Modern Production, 爆發力嗓音, Powerful Vocals, 鐵肺唱腔, Belting, 合成器, Synthesizer, 電子鼓, Electronic Drums, 節奏感, Rhythmic, 浪漫, Romantic, 深刻, Deep, 療癒, Healing, 情感共鳴, Emotional, 城市感, Urban, 經典, Classic, 數著你的呼吸我慢慢數著, 倒數開始吧"
幾分之幾,盧廣仲,CTQW_IQqnk8,植有，CROWD，2017，2010年代，2010s，台灣，華語流行，Mandopop，盧廣仲式唱腔，Crowd Lu Style，流行抒情，Pop Ballad，清澈嗓音，Clean Vocals，鋼琴伴奏，Piano，吉他編曲，Acoustic Guitar，管弦樂編曲，Orchestral，浪漫氛圍，Romantic，情感堆疊，Emotional，婚禮歌單，Wedding，約會，Dating，咖啡廳，Cafe，療癒系，Healing，經典，Classic，這是一個幾分之幾的機率，在城市裡寫下這首歌的軌跡
靜悄悄,大泫,eYuo0zl2XPQ,"靜悄悄, Quietly, 2019, 2010年代, 2010s, 中國, 華語流行, Mandopop, 流行抒情, Pop Ballad, 情感演繹, Emotional Vocals, 清澈嗓音, Clean Vocals, 鋼琴伴奏, Piano, 弦樂編制, Strings, 流行音樂, Contemporary Pop, 浪漫氛圍, Romantic, 療癒, Healing, 約會, Dating, 婚禮, Wedding, 咖啡廳, Cafe, 經典, Classic, 沒什麼說的出口, 靜悄悄的愛你哪怕沒人能知曉"
路過人間,郁可唯,8QwagTwCovY,"路過人間, Pass Through the World, 2019, 2010年代, 2010s, China, 華語流行, Mandopop, 流行抒情, Pop Ballad, 郁式情歌, Yisa Yu Style, 敘事性唱腔, Narrative Vocals, 情感張力, Emotional Intensity, 鋼琴主導, Piano, 弦樂編制, Orchestral Arrangement, 療癒, Healing, 情感共鳴, Emotional Resonance, 經典華語, Classic Mandopop, 深刻反思, Reflective, 都會情感, Urban Emotion, 路過人間的相遇與離別, 來時路過人間的相遇與離別"
再見煙火,卓義峯,q_zshBUfyPY,"親愛的我在這, Dear Me, 2018, 2010年代, 2010s, 台灣, Taiwan, 華語流行, Mandopop, 流行抒情, Pop Ballad, 鐵肺, Powerful Vocals, 情感爆發, Emotional Intensity, 高音, High Notes, 鋼琴伴奏, Piano, 弦樂編制, String Orchestra, 療癒, Healing, 情感共鳴, Emotional Resonance, 感傷, Melancholy, 深情, Passionate, 經典, Classic, 愛情, Love, 寂寞, Loneliness, 煙火在夜空綻放才最美, 還在等什麼說不出口的承諾"
聽見下雨的聲音,魏如昀,4S9ZILmFrZU,"聽見下雨的聲音電影原聲帶, Rhythm of the Rain Original Soundtrack, 2013, 2010年代, 2010s, Taiwan, 華語流行, Mandopop, 周氏情歌, Jay Chou Style, 流行抒情, Pop Ballad, 清澈嗓音, Clean Vocals, 氣聲唱法, Airy Vocals, 鋼琴伴奏, Piano, 弦樂編制, String Arrangement, 浪漫氛圍, Romantic, 婚禮歌單, Wedding, 約會, Dating, 咖啡廳, Cafe, 療癒, Healing, 經典, Classic, 竹籬上停留著蜻蜓, 而我聽見下雨的聲音"
有些,顏人中,-ViEO6p-woI,"有些, Some, 2020, 2020年代, 2020s, 中國, 華語流行, Mandopop, 流行抒情, Pop Ballad, 現代流行, Contemporary Pop, 獨特嗓音, Husky Vocals, 情感渲染, Emotional Vocals, 鋼琴伴奏, Piano, 弦樂編制, Strings, 療癒, Healing, 浪漫, Romantic, 孤獨, Loneliness, 情感共鳴, Emotional, 情感深層, Introspective, 城市感, Urban, 深夜共鳴, Late Night, 現代經典, Contemporary Classic, 有些時候越是想念越是心碎, 我們都有些還沒說出口的遺憾"
在這座城市遺失了你,告五人,vScNiISDq2M,"運氣來得若有似無, Luck Comes With No Reason, 2021, 2020年代, 2020s, Taiwan, 華語流行, Mandopop, 告五人風格, Accusefive Style, 流行抒情, Pop Ballad, 搖滾抒情, Pop Rock, 渾厚嗓音, Powerful Vocals, 情感渲染, Emotional Delivery, 電吉他, Electric Guitar, 鋼琴伴奏, Piano, 鼓組, Drums, 浪漫氛圍, Romantic, 療癒, Healing, 情感共鳴, Melancholic, 城市孤寂, Urban Loneliness, 情感宣洩, Cathartic, 經典, Classic, 我想我能體會那種遺憾, 在這座城市遺失了你"
多遠都要在一起,鄧紫棋,ZfwE9ctwOkU,"新的心跳, Heartbeat, 2015, 2010年代, 2010s, China, 華語流行, Mandopop, 鄧紫棋式抒情, G.E.M. Style, 流行抒情, Pop Ballad, 鋼琴流行, Piano Pop, 戲劇性演唱, Dramatic Vocals, 強勁爆發力, Powerful Vocals, 鋼琴主導, Piano, 弦樂編制, Strings, 流行鋼琴, Pop Piano, 浪漫氛圍, Romantic, 療癒系, Healing, 情感共鳴, Emotional, 經典, Classic, 我沒有說謊我何必說謊, 我從不覺得累你從不覺得美"
說愛你,蔡依林,fyA-e-jONU8,"看我72變, Magic, 2003, 2000年代, 2000s, Taiwan, 華語流行, Mandopop, 周氏情歌, Jay Chou Style, 流行抒情, Pop Ballad, 節奏藍調, R&B, 流行節奏, Pop Beat, 清澈嗓音, Clean Vocals, 鋼琴伴奏, Piano, 鼓點節奏, Drum Groove, 浪漫氛圍, Romantic, 婚禮歌單, Wedding, 約會, Dating, 咖啡廳, Cafe, 療癒系, Healing, 經典, Classic, 看我臉上的紅豆, 我的世界變得奇妙更難以言喻"
不為誰而作的歌,林俊傑,EFIBB04Lv5Y,"和自己對話, From M.E. To Myself, 2015, 2010年代, 2010s, Taiwan, 華語流行, Mandopop, 林氏情歌, JJ Lin Style, 流行抒情, Pop Ballad, 鋼琴主導, Piano, 宏大編曲, Orchestral, 敘事性, Narrative, 極致美聲, Powerful Vocals, 真假音轉換, Falsetto, 情感張力, Emotional Intensity, 療癒, Healing, 經典, Classic, 專業錄音室, Studio Recording, 鋼琴與弦樂, Piano and Strings, 追尋自我, Self-reflection, 夢為努力澆了水, 或許在某個進化的角落"
Ditto,NewJeans,TlqHuotB414,"OMG, OMG, 2022, 2020年代, 2020s, South Korea, K-pop, Dance-pop, Baltimore Club, Jersey Club, 青春流行, Youth Pop, 稚嫩嗓音, Young Vocals, 氣聲唱法, Airy Vocals, 節奏電子, Electronic Beats, 合成器音效, Synthesizer, 復古氛圍, Nostalgic, 夢幻感, Dreamy, 青春回憶, Youthful, 浪漫, Romantic, 校園, School, 情感共鳴, Emotional, 情感療癒, Healing, 經典, Classic, Woo woo ooh, Woo woo ooh, Ooh ooh ooh ooh, Ditto"
連名帶姓,張惠妹,3y91bzoSMus,"偷故事的人, Story Thief, 2017, 2010年代, 2010s, Taiwan, 華語流行, Mandopop, 周氏情歌, Jay Chou Style, 流行抒情, Pop Ballad, 強烈敘事感, Narrative, 大氣編曲, Orchestral, 鋼琴伴奏, Piano, 弦樂, Strings, 渾厚唱腔, Powerful Vocals, 情感爆發, Emotional, 療癒, Healing, 經典, Classic, 情感共鳴, Sentimental, 雋永, Timeless, 零點的鐘聲敲響了十年份的懸念, 最怕此生已經決定自己過沒有妳的結局"
永遠的畫面,張惠妹,CVBowkHpV84,"真實, Real, 2001, 2000年代, 2000s, Taiwan, 華語流行, Mandopop, 流行抒情, Pop Ballad, 抒情搖滾, Pop Rock, 渾厚嗓音, Powerful Vocals, 實力派唱腔, Diva Vocals, 鋼琴主導, Piano, 弦樂編制, Orchestral Arrangement, 浪漫氛圍, Romantic, 經典, Classic, 懷舊, Nostalgic, 感動, Emotional, 雋永, Timeless, 婚禮, Wedding, 約會, Dating, 紀念, Commemorative, 這一刻突然覺得好熟悉, 這一刻突然覺得好熟悉"
一笑江湖 (DJ版),聞人聽書,Y78gHa1KcJ4,"一笑江湖, A Laugh in the Jianghu, 2022, 2020年代, 2020s, 中國, 華語流行, Mandopop, 國風電子, Electronic Chinese Style, 舞曲, Dance, 強力節奏, High Energy, 節奏藍調, R&B, 混音, Remix, 電子合成器, Synthesizer, 鼓點, Drum Beat, 數位節奏, Digital Groove, 動感, Energetic, 派對, Party, 流行舞曲, Club Pop, 俱樂部, Club, 節奏感, Rhythmic, 節拍, Beat, 我一笑江湖我浪跡天涯, 我一笑江湖我浪跡天涯"
一路生花,溫奕心,qcCu3eOO1ro,"一路生花, Blooming All The Way, 2021, 2020年代, 2020s, 中國, 華語流行, Mandopop, 流行抒情, Pop Ballad, 敘事抒情, Narrative Ballad, 溫婉嗓音, Gentle Vocals, 清亮高音, Bright Vocals, 鋼琴主導, Piano, 弦樂編制, Orchestral, 敘事性編曲, Narrative Arrangement, 療癒, Healing, 感動, Emotional, 勵志, Inspirational, 人生回憶, Nostalgic, 經典傳唱, Classic, 願你歷盡山河而覺人間值得, 我希望許過的願望一路生花"
起風了,買辣椒也用券,_4-iAKETG_0,"起風了, The Wind Rises, 2018, 2010年代, 2010s, 中國, 華語流行, Mandopop, 流行抒情, Pop Ballad, 敘事流行, Narrative Pop, 清澈嗓音, Clean Vocals, 氣聲唱法, Airy Vocals, 鋼琴伴奏, Piano, 弦樂編制, String Arrangement, 抒情氛圍, Sentimental, 情感共鳴, Emotional, 療癒, Healing, 懷舊, Nostalgic, 經典, Classic, 這一路上走走停停, 我曾難自拔於世界之大"
囂張,en,gMtcvhugxlE,"囂張, Arrogant, 2019, 2010年代, 2010s, 中國, 華語流行, Mandopop, 流行抒情, Pop Ballad, 悲傷情歌, Sad Love Song, 撕裂感唱腔, Raw Vocals, 情感爆發, Emotional Intensity, 鋼琴主導, Piano, 弦樂編制, Strings, 深情敘事, Narrative, 療癒, Healing, 情感共鳴, Emotional, 傷感氛圍, Melancholy, 失戀情歌, Heartbreak, 經典, Classic, 我不知道自己到底哪裡做錯, 我太囂張誤以為你屬於我"
如願,王菲,t18oJB-MBfQ,"如願, Ru Yuan, 2021, 2020年代, 2020s, 中國, 華語流行, Mandopop, 天后美學, Faye Wong Style, 流行抒情, Pop Ballad, 交響流行, Orchestral Pop, 空靈嗓音, Ethereal Vocals, 氣聲唱法, Airy Vocals, 鋼琴伴奏, Piano, 弦樂編制, Orchestral Strings, 電影主題曲, Soundtrack, 療癒, Healing, 情感共鳴, Emotional, 經典, Classic, 敘事曲, Cinematic, 莊嚴感, Solemn, 影視金曲, Film Theme, 你是歲月的長河星火照亮了荒野, 山河無恙煙火尋常"
情歌,梁靜茹,Y53YydXAm2w,"靜茹情歌別為我哭泣, Fish Leong's Love Songs, 2008, 2000年代, 2000s, Taiwan, 華語流行, Mandopop, 梁式情歌, Fish Leong Style, 流行抒情, Pop Ballad, 鋼琴伴奏, Piano, 弦樂編曲, Strings, 溫暖嗓音, Warm Vocals, 清澈音色, Clean Vocals, 情感共鳴, Emotional, 療癒系, Healing, 浪漫, Romantic, 經典, Classic, 婚禮歌單, Wedding, 約會, Dating, 咖啡廳, Cafe, 時光是琥珀淚一滴被遺忘, 之後我們依然還有眼淚流下"
孤芳自賞,楊小壯,8sdpNt6OEdI,"孤芳自賞, Gu Fang Zi Shang, 2019, 2010年代, 2010s, 中國大陸, 華語流行, Mandopop, 楊小壯風格, Yang Xiaozhuang Style, 流行抒情, Pop Ballad, 悲傷抒情, Sad Ballad, 滄桑嗓音, Rough Vocals, 深情演唱, Soulful Singing, 鋼琴編曲, Piano, 弦樂編制, Strings, 療癒, Healing, 情感宣洩, Emotional, 傷感, Melancholy, 懷舊, Nostalgic, 心碎, Heartbreak, 獨自承受那份孤獨, 其實我真的很想去學會怎麼遺忘"
如果雨之後,周興哲,c_lcz4Nt7SY,"如果雨之後, The Chaos After You, 2017, 2010年代, 2010s, Taiwan, 華語流行, Mandopop, 周氏情歌, Eric Chou Style, 流行抒情, Pop Ballad, 鋼琴主導, Piano, 弦樂編制, Strings, 情感充沛, Emotive, 深情嗓音, Deep Vocals, 敘事性, Narrative, 療癒系, Healing, 浪漫氛圍, Romantic, 婚禮歌單, Wedding, 約會, Dating, 咖啡廳, Cafe, 經典, Classic, 當雨之後你還在嗎, 如果雨之後心還是透明的"
TOMBOY,i-dle,-nnxJyA4kqE,"I NEVER, I NEVER, 2022, 2020年代, 2020s, South Korea, K-Pop, 流行搖滾, Pop Rock, 龐克搖滾, Punk Rock, 另類流行, Alternative Pop, 強力搖滾, Power Pop, 嘶啞唱腔, Raspy Vocals, 爆發力嗓音, Powerful Vocals, 電吉他, Electric Guitar, 強烈節奏, Driving Beat, 叛逆風格, Rebellious, 態度, Attitude, 自信, Confidence, 獨立女性, Independent, 舞台魅力, Stage Presence, 節奏感, Rhythmic, 搖滾曲風, Rock Vibe, 現場演出, Live Performance, 流行音樂, Pop Music, Look at you넌 못 감당해, It's neither man nor woman"
我懷念的,孫燕姿,blhpMhNz7eM,"逆光, Against the Light, 2007, 2000年代, 2000s, Singapore, 華語流行, Mandopop, 燕姿式情歌, Stefanie Sun Style, 流行抒情, Pop Ballad, 情感爆發, Emotional Vocals, 獨特鼻音, Nasal Tone, 鋼琴主導, Piano, 弦樂編制, String Arrangement, 療癒系, Healing, 懷舊, Nostalgia, 傷感, Melancholy, 經典, Classic, 流行金曲, Hit Song, 我問為什麼那女孩傳簡訊給我, 我懷念的是無話不說"
My Heart Will Go On,Céline Dion,akP_iXIXd1U,"鐵達尼號電影原聲帶, Titanic Music from the Motion Picture, 1997, 1990年代, 1990s, USA, 流行音樂, Pop, 席琳狄翁式情歌, Céline Dion Style, 流行抒情, Pop Ballad, 史詩流行, Epic Pop, 強力唱腔, Power Vocals, 宏大管弦, Orchestral, 鋼琴伴奏, Piano, 錫笛, Tin Whistle, 浪漫氛圍, Romantic, 經典, Classic, 婚禮歌單, Wedding, 感人至深, Emotional, 雋永, Timeless, Every night in my dreams, Near far wherever you are"
愛你,陳芳語,s2BnIgEWw_k,"Kimberley首張同名專輯, Kimberley, 2012, 2010年代, 2010s, 台灣, Taiwan, 華語流行, Mandopop, 流行舞曲, Dance-pop, R&B, 甜美嗓音, Sweet Vocals, 清亮唱腔, Clean Vocals, 節奏感, Groove, 電子合成器, Synth, 貝斯線, Bassline, 浪漫, Romantic, 告白, Confession, 婚禮歌單, Wedding, 約會, Dating, 經典, Classic, 如果妳突然對我說愛我, 愛你愛你愛你這感覺我也說不出口"
