song,artist,youtube_id,AI_Keywords,
無夢無望,王識賢,B7gOF7KK9NA,"[0.82, 0.35, 0.55, 0.35], 角頭大橋頭電影原聲帶, 電影原聲帶, OST, 2016, 2010年代, 2010s, 台灣, Taiwan, 遺憾拼圖, Life List, 低音唱腔, Bass Vocals, 電吉他, Electric Guitar, 鋼琴, Piano, 孤獨寂寞, Lonely, 獨處時光, Solitude, 台語流行, Taiwanese Pop, 這世人嘛是沒做到什麼 會使人嚮望, 我自彼日 彼一工 早就已經知影 已無望",
極樂世界,玖壹壹,EgVSPGIJ72A,"[0.30, 0.80, 0.78, 0.65], 南北二路, 2023, 2020年代, 2020s, 台灣, Taiwan, 粗獷人聲, Rough Vocals, 饒舌, Rap, 鼓組, Drums, 傷感釋懷, Melancholic Relief, 獨處時光, Solitude, 嘻哈, Hip Hop, 台語流行, Taiwanese Pop, 丟系伍喪, 今仔日帶著悲傷心晟 送你送到這",
請你原諒,承桓,GGUCtnMFkng,"[0.82, 0.35, 0.78, 0.35], 2022, 2020年代, 2020s, 中國, China, 氣聲人聲, Breathy Vocals, 鋼琴, Piano, 情感糾葛, Emotional Entanglement, 孤獨寂寞, Loneliness, 失戀療傷, Heartbreak Healing, 獨處時光, Solitude, 網紅歌曲, Internet Viral Song, 夜晚這一個人的房間, 我羨慕那時候的自己",
跳舞街,陳慧嫻,HJxETSA0PrI,"[0.30, 0.80, 0.55, 0.35], 陳慧嫻 32 首選, 1986, 1980年代, 1980s, 香港, Hong Kong, 甜美嗓音, Sweet Vocals, 合成器, Synthesizer, 復古懷舊, Retro Nostalgia, 輕快活潑, Lively and Cheerful, 派對狂歡, Party Carnival, 舞曲流行, Dance Pop, 差一分鐘天就黑哂, 明日似在遙遠世間正在轉",
縫補傷的人,蕭煌奇,nRMkXtl3ou0,"[0.82, 0.35, 0.78, 0.35], 沒事的, 2016, 2010年代, 2010s, 台灣, Taiwan, 蕭煌奇式情歌, Ricky Hsiao Style, 渾厚嗓音, Powerful Vocals, 鋼琴, Piano, 弦樂, Strings, 情感糾葛, Emotional Entanglement, 孤獨寂寞, Loneliness, 失戀療傷, Heartbreak Healing, 獨處時光, Solitude, 華語流行, Mandopop, 在寂寞十二點整 看著夜深, 我的愛太真 我們的愛不對等",
Last Order,陳奕迅,gGcd6xNg6WE,"[0.82, 0.35, 0.78, 0.35], 黑.白.灰, 2005, 2000年代, 2000s, 台灣, Taiwan, 敘事唱腔, Narrative Vocals, 鋼琴, Piano, 薩克斯風, Saxophone, 深夜沉思, Deep Night Contemplation, 頹廢冷冽, Decadent and Cold, 趣味敘事, Humorous Narrative, 諷刺批判, Satirical Criticism, 咖啡廳, Cafe, 下雨天, Rainy Day, 失戀療傷, Heartbreak Healing, 獨處時光, Solitude, 華語流行, Mandopop, 沒關係 真的沒關係 我也許 早就該回去, 那晚下雨",
ツバサ,若山詩音,W9ZQ89dWfKo,"[0.82, 0.35, 0.55, 0.35], TVアニメ『無職転生II ～異世界行ったら本気だす～』エンディングテーマコレクション, 2024, 2020年代, 2020s, 日本, Japan, 聲優歌手, Voice Actor Singer, 清亮人聲, Clear Vocals, 鋼琴, Piano, 電吉他, Electric Guitar, 勵志成長, Inspirational Growth, 遊子鄉愁, Homesickness, 畢業季, Graduation Season, 日語流行, J-Pop, 明け方過ぎの國道までの, 旅立つ空に 出會いと別れ",
別叫我達芬奇,王琳凱,rzsaK3tjRpU,"[0.30, 0.80, 0.55, 0.65], 2019, 2010年代, 2010s, 中國, China, 嘻哈, Hip Hop, 當代節奏藍調, Contemporary R&B, 甜美嗓音, Sweet Vocals, 合成器, Synthesizer, 甜蜜愉悅, Sweet Joy, 約會, Dating, 華語流行, Mandopop, Baby girl 別叫我達文西, So baby girl 別叫我達文西",
一愛如故,劉宇寧,yXzBR-ZZU_U,"[0.45, 0.45, 0.55, 0.65], 2023, 2020年代, 2020s, 中國, China, 華語流行, Mandopop, 高音唱腔, High-pitched Vocals, 簫, Xiao, 弦樂, Strings, 壯闊深情, Grand Affection, 極致執著, Extreme Persistence, 獨處時光, Solitude, 命運太過頑固讓我選擇去孤注, 愛一見如故用盡一生去投入傾注",
黑暗騎士,"林俊傑, 五月天",20gHWXItasY,"[0.30, 0.80, 0.55, 0.65], 因你 而在, 2013, 2010年代, 2010s, 台灣, Taiwan, 高音唱腔, High-pitched Vocals, 電吉他, Electric Guitar, 合成器, Synthesizer, 燃系熱血, Burning Passion, 憤世嫉俗, Cynical, 諷刺批判, Satirical Criticism, 獨處時光, Solitude, 街頭觀察, Street Observation, 流行搖滾, Pop Rock, 黑暗裡 誰還不睡, 善惡的分界 不是對立面",
Who I Am,陳忻玥,ztp6p7wQsqA,"[0.30, 0.80, 0.55, 0.65], V, 2020, 2020年代, 2020s, 台灣, Taiwan, 高音唱腔, High-pitched Vocals, 電吉他, Electric Guitar, 合成器, Synthesizer, 自信張揚, Confident and Assertive, 勵志成長, Inspirational Growth, 流行搖滾, Pop Rock, 臉上無知的妝容, Am I who I am？",
True,YOARI,xJ4ybyCn-Nw,"[0.45, 0.45, 0.55, 0.35], YOARI × MY DEMON, 2023, 2020年代, 2020s, 韓國, South Korea, 氣聲人聲, Breathy Vocals, 合成器, Synthesizer, 情感糾葛, Emotional Entanglement, 頹廢冷冽, Decadent Coldness, 獨處時光, Solitude, 另類流行, Alternative Pop, Tell me the truth, tell",
夢華,劉宇寧,NT1hEHQrX2M,"[0.45, 0.45, 0.55, 0.65], 夢華錄電視劇原聲帶, 電影原聲帶, OST, 2022, 2020年代, 2020s, 中國, China, 夢華錄, A Dream of Splendor, 高音唱腔, High-pitched Vocals, 弦樂, Strings, 壯闊深情, Grand Affection, 獨處時光, Solitude, 古風國風, Traditional Chinese Style, 熬過冬季唯盼一次花期, 別怪這宿命這天意這造化無情",
都是你,"PG One, h3R3",7G_QAEok7ak,"[0.30, 0.80, 0.55, 0.65], 2023, 2020年代, 2020s, 中國, China, 饒舌唱腔, Rap Vocals, 合成器, Synthesizer, 鼓機, Drum Machine, 情感糾葛, Emotional Entanglement, 極致執著, Extreme Obsession, 約會, Dating, 獨處時光, Solitude, 嘻哈, Hip Hop, 當代節奏藍調, Contemporary R&B, 控制不住自己要怎麼坦白, 腦海裡都是你",
笨蛋,麋先生,_74EfhAHk4E,"[0.30, 0.80, 0.78, 0.65], 都是浪漫害的, 2023, 2020年代, 2020s, 台灣, Taiwan, 煙嗓唱腔, Raspy Vocals, 電吉他, Electric Guitar, 鼓組, Drums, 情感糾葛, Emotional Entanglement, 極致執著, Extreme Obsession, 獨處時光, Solitude, 流行搖滾, Pop Rock, 你是時間的安排, 我認栽 雙手一攤",
如果我還剩一件事情可以做,林俊傑,TAfn6eDm5h0,"[0.82, 0.35, 0.55, 0.35], 重拾_快樂, 2017, 2010年代, 2010s, 台灣, Taiwan, 林俊傑風格, JJ Lin Style, 氣聲人聲, Breathy Vocals, 鋼琴, Piano, 弦樂, Strings, 情感糾葛, Emotional Entanglement, 極致執著, Extreme Persistence, 獨處時光, Solitude, 華語流行, Mandopop, 慢行行人道時靠左 人好多, 如果 還剩一件事情可以做",
社會敗類,陳忻玥,cnKL4W7HbBQ,"[0.45, 0.45, 0.55, 0.35], Am I Who I Am, 2020, 2020年代, 2020s, 台灣, Taiwan, 氣聲人聲, Breathy Vocals, 合成器, Synthesizer, 情感糾葛, Emotional Entanglement, 頹廢冷冽, Decadent and Cold, 獨處時光, Solitude, 當代節奏藍調, Contemporary R&B, 血色的口蠢蠢欲動, don't",
冬天的秘密,周傳雄,02h_c9KmGjo,"[0.82, 0.35, 0.55, 0.35], 戀人創世紀, 2009, 2000年代, 2000s, 台灣, Taiwan, 氣聲人聲, Breathy Vocals, 鋼琴, Piano, 弦樂, Strings, 情感糾葛, Emotional Entanglement, 孤獨寂寞, Loneliness, 獨處時光, Solitude, 華語流行, Mandopop, 取暖回憶 回憶無效, 如果我說 我真的愛你",
WHISTLE,BLACKPINK,itwuHvFoCws,"[0.30, 0.80, 0.55, 0.65], SQUARE TWO, 2016, 2010年代, 2010s, 韓國, South Korea, 氣聲人聲, Breathy Vocals, 嘻哈節奏, Hip-hop Beat, 合成器, Synthesizer, 自信張揚, Confident and Assertive, 派對狂歡, Party, 嘻哈舞曲, Hip-hop Dance, Hey boy, 휘파람",
問風,金漁,aeXJjrwPGtY,"[0.82, 0.35, 0.55, 0.35], 2023, 2020年代, 2020s, 中國, China, 氣聲人聲, Breathy Vocals, 鋼琴, Piano, 情感糾葛, Emotional Entanglement, 極致執著, Extreme Persistence, 獨處時光, Solitude, 網紅歌曲, Internet Viral Song, 思念化成風 劃破了長空 闖進我的夢裡, 迫不及待 問你 問你 是否留下我的足跡",
愛像一場重感冒,徐懷鈺,hsQmTptQ__w,"[0.30, 0.80, 0.78, 0.35], 徐懷鈺YUKI第一張個人專輯, 1998, 1990年代, 1990s, 台灣, Taiwan, 甜美嗓音, Sweet Vocals, 合成器, Synthesizer, 傷感釋懷, Sadness and Relief, 失戀療傷, Heartbreak Healing, 舞曲流行, Dance-Pop, 寫了封信給你 好像依依不捨, 倒數三秒 我會開始努力把你忘掉",
"Someday, Somewhere",蔡依林,dlMI0usMIPM,"[0.82, 0.35, 0.55, 0.35], 2009, 2000年代, 2000s, 台灣, Taiwan, 蔡依林風格, Jolin Tsai Style, 氣聲人聲, Breathy Vocals, 鋼琴, Piano, 壯闊深情, Grand Affection, 獨處時光, Solitude, 華語流行, Mandopop, 冰冷的心像海洋湛藍, 我想要最好的愛情",
錯都錯了,趙乃吉,gF8sBKdqw8U,"[0.82, 0.35, 0.78, 0.35], 2023, 2020年代, 2020s, 中國, China, 氣聲人聲, Breathy Vocals, 鋼琴, Piano, 傷感釋懷, Melancholy Relief, 情感糾葛, Emotional Entanglement, 孤獨寂寞, Loneliness, 失戀療傷, Heartbreak Healing, 獨處時光, Solitude, 華語流行, Mandopop, 網紅歌曲, Viral Pop, 耳機還播放著從前的歌, 反正愛都愛了我也不該去埋怨什麼",
海市蜃樓,三叔說,S6Sfxg6-i9k,"[0.45, 0.45, 0.55, 0.35], 2022, 2020年代, 2020s, 中國, China, 氣聲人聲, Breathy Vocals, 合成器, Synthesizer, 情感糾葛, Emotional Entanglement, 獨處時光, Solitude, 網紅歌曲, Internet Viral Song, 如果摩天大樓會崩塌, 燦爛星河如果能落下",
山楂樹之戀,程jiajia,VarPBzqEleE,"[0.45, 0.45, 0.55, 0.35], 2021, 2020年代, 2020s, 中國, China, 甜美嗓音, Sweet Vocals, 合成器, Synthesizer, 甜蜜愉悅, Sweet Joy, 約會, Dating, 網紅歌曲, Internet Viral Song, 只有是和你才會純潔, 我的山楂樹之戀",
粛聖!! ロリ神レクイエム☆,しぐれうい,qDLOFG0bk3k,"[0.30, 0.80, 0.55, 0.35], まだ雨はやまない, 2023, 2020年代, 2020s, 日本, Japan, しぐれうい 1st Mini Album「まだね」, Shigure Ui 1st Mini Album ""Madane"", 甜美嗓音, Sweet Vocals, 合成器, Synthesizer, 電子鼓, Electronic Drums, 趣味敘事, Humorous Narrative, 派對狂歡, Party Carnival, 網路迷因歌曲, Internet Meme Song, 電子流行, Electronic Pop, Lonely ロリロリ神 降臨, 粛聖! ロリ神レクイエム☆",
I Love My Body,HWASA,7bfTvwdFd2E,"[0.30, 0.80, 0.55, 0.35], 2023, 2020年代, 2020s, 韓國, South Korea, 渾厚嗓音, Powerful Vocals, 合成器, Synthesizer, 貝斯, Bass, 自信張揚, Confident and Assertive, 勵志成長, Inspirational Growth, 舞曲流行, Dance Pop, 朝在起床洗臉照鏡子, love, 아침에",
"24/7, 365",elijah woods,V11iPp2Y8Zc,"[0.82, 0.35, 0.55, 0.35], bright orange everglow (sunset sessions), 2024, 2020年代, 2020s, 加拿大, Canada, 清亮人聲, Clear Vocals, 鋼琴, Piano, 合成器, Synthesizer, 甜蜜愉悅, Sweet Joy, 極致執著, Extreme Devotion, 婚禮, Wedding, 約會, Dating, 英語流行, English Pop, 獨立流行, Indie Pop, It's, I love you 24-7 3-6-5",
落了白,蔣雪兒,nFV7fQRDMn0,"[0.82, 0.35, 0.78, 0.35], 2023, 2020年代, 2020s, 中國, China, 氣聲人聲, Airy Vocals, 鋼琴, Piano, 弦樂, Strings, 傷感釋懷, Melancholic Relief, 獨處時光, Solitude, 古風國風, Traditional Chinese Style, 隱去了離別 提筆卻難寫, 捻過花 惹了白",
Baby you,有華,5HwewEDXANQ,"[0.45, 0.45, 0.55, 0.35], messy bag, 2022, 2020年代, 2020s, 日本, Japan, 甜美嗓音, Sweet Vocals, 合成器, Synthesizer, 甜蜜愉悅, Sweet Joy, 約會, Dating, 日語流行, J-Pop, 好き好き好き 好 Kiss me baby, Honey",
翠花,"DP 龍豬, 王雲宏, 陷阱表哥",CDNmZHJEziY,"[0.30, 0.80, 0.55, 0.65], 2020, 2020年代, 2020s, 中國, China, 氣聲人聲, Breathy Vocals, 合成器, Synthesizer, 鼓機, Drum Machine, 情感糾葛, Emotional Entanglement, 趣味敘事, Humorous Narrative, 獨處時光, Solitude, 嘻哈, Hip Hop, 網路迷因歌曲, Internet Meme Song, 沒收到你的消息我會傷心, 哦翠花 面對我不敢回答",
西界,林俊傑,yeBEpcIk4K8,"[0.82, 0.35, 0.55, 0.35], 2007, 2000年代, 2000s, 台灣, Taiwan, 氣聲人聲, Breathy Vocals, 鋼琴, Piano, 弦樂, Strings, 孤獨寂寞, Loneliness, 情感糾葛, Emotional Entanglement, 獨處時光, Solitude, 華語流行, Mandopop, 陽光越過窗沿, 可黑夜已吞噬我就是拉不到你的手",
蜜蜂做工,佚名,Ws8N6IBob08,"[0.82, 0.35, 0.55, 0.35], 1920, 1920年代, 1920s, 台灣, Taiwan, 清亮人聲, Clear Vocals, 鋼琴, Piano, 輕快活潑, Lively and Cheerful, 親子互動, Parent-Child Interaction, 傳統兒歌, Traditional Children's Songs, 嗡嗡嗡 嗡嗡嗡, 大家一起勤做工",
不想回家,鄧紫棋,_b0kwoEcFSs,"[0.82, 0.35, 0.55, 0.35], 啟示錄, 2019, 2010年代, 2010s, 中國, China, 氣聲人聲, Breathy Vocals, 合成器, Synthesizer, 鋼琴, Piano, 深夜沉思, Deep Night Contemplation, 孤獨寂寞, Loneliness, 獨處時光, Solitude, 當代節奏藍調, Contemporary R&B, 歌還在放著 別急著離開, 不想回家 不想回家",
夜的第七章,周杰倫,kUKuPCpI07E,"[0.30, 0.80, 0.78, 0.65], 依然範特西, 2006, 2000年代, 2000s, 台灣, Taiwan, 周氏情歌, Jay Chou Style, 氣聲人聲, Breathy Vocals, 鋼琴, Piano, 小提琴, Violin, 懸疑博弈, Suspenseful Strategy, 獨處時光, Solitude, 嘻哈, Hip Hop, 打字機繼續推向接近事實的那下一行, 如果邪惡是華麗殘酷的樂章",
U&I,K-ON,nQFkUSKF8-U,"[0.45, 0.45, 0.78, 0.35], 2010, 2010年代, 2010s, 日本, Japan, K-ON!!, 甜美嗓音, Sweet Vocals, 電吉他, Electric Guitar, 爵士鼓, Drum Kit, 貝斯, Bass, 溫柔療癒, Gentle Healing, 獨處時光, Solitude, 日語流行, J-Pop, キミがいないと何もできないよ, キミがそばにいることを",
不該犯的蠢,含大仙兒,w4SnyjIueeM,"[0.82, 0.35, 0.78, 0.35], 2023, 2020年代, 2020s, 中國, China, 氣聲人聲, Breathy Vocals, 鋼琴, Piano, 情感糾葛, Emotional Entanglement, 孤獨寂寞, Loneliness, 失戀療傷, Heartbreak Healing, 獨處時光, Solitude, 華語流行, Mandopop, 網紅歌曲, Internet Viral Song, 愛了不該愛的人, 製作公司/OP：喬豐文化",
伊比亞亞,Sui Qi,E4nAusMn_nU,"[0.45, 0.45, 0.55, 0.35], 歲起教育 3, 2023, 2020年代, 2020s, 華語地區, Chinese Speaking Region, 甜美嗓音, Sweet Vocals, 合成器, Synthesizer, 輕快活潑, Cheerful and Lively, 親子互動, Parent-Child Interaction, 網路迷因歌曲, Internet Meme Song, 伊比伊比亞",
蝴蝶,貝瓦兒歌,uDCmB3T12-U,"[0.82, 0.35, 0.55, 0.35], 2011, 2010年代, 2010s, 中國, China, 甜美嗓音, Sweet Vocals, 鋼琴, Piano, 甜蜜愉悅, Sweet Joy, 親子互動, Parent-Child Interaction, 傳統兒歌, Traditional Children's Songs, 頭戴著金冠身穿花花衣, 蝴蝶蝴蝶生得真美麗",
俠,時代少年團,jxoPgYEtDS4,"[0.30, 0.80, 0.55, 0.65], 烏託邦少年, 2023, 2020年代, 2020s, 中國, China, 清亮人聲, Clear Vocals, 節奏鼓點, Percussion, 合成器, Synthesizer, 燃系熱血, Burning Passion, 自信張揚, Confident and Assertive, 勵志成長, Inspirational Growth, 健身運動, Fitness Workout, 華語流行, Mandopop, 嘻哈, Hip Hop, 古風國風, Traditional Chinese Style, 英雄他總藏在竹林最深處, 誰說嗜血的才為大丈夫",
成都,趙雷,T5hEkw2ff0o,"[0.45, 0.45, 0.55, 0.35], 無法長大, 2016, 2010年代, 2010s, 中國, China, 滄桑人聲, Husky Vocals, 原聲吉他, Acoustic Guitar, 遊子鄉愁, Nostalgia for Hometown, 深夜沉思, Late Night Contemplation, 獨處時光, Solitude, 當代民謠, Contemporary Folk, 讓我掉下眼淚的 不止昨夜的酒, 和我在成都的街頭走一走 喔哦",
晚風,伍佰&China Blue,a0kfwAxAYds,"[0.30, 0.80, 0.55, 0.65], 淚橋, 1998, 1990年代, 1990s, 台灣, Taiwan, 滄桑嗓音, Husky Vocals, 電吉他, Electric Guitar, 情感糾葛, Emotional Entanglement, 獨處時光, Solitude, 搖滾樂, Rock Music, 慢慢吹 輕輕送 人生路 你就走, 就當我倆沒有明天",
青絲,等什麼君,vUc75EqwKRc,"[0.82, 0.35, 0.55, 0.35], 2019, 2010年代, 2010s, 中國, China, 清亮人聲, Clear Vocals, 鋼琴, Piano, 國風樂器, Traditional Chinese Instruments, 情感糾葛, Emotional Entanglement, 獨處時光, Solitude, 古風國風, Ancient Style Chinese Pop, 煙波江畔漁船, 君不見妾起舞翩翩",
沒有人寫歌給你過吧,白安,ikeP5vS03oM,"[0.82, 0.35, 0.55, 0.35], 2018, 2010年代, 2010s, 台灣, Taiwan, 氣聲人聲, Breathy Vocals, 鋼琴, Piano, 電吉他, Electric Guitar, 合成器, Synthesizer, 情感糾葛, Emotional Entanglement, 極致執著, Extreme Obsession, 獨處時光, Solitude, 華語流行, Mandopop, 獨立流行, Indie Pop, 因為你我開始擅長 騙自己",
心花開,Gail,rCQjncyicIk,"[0.82, 0.35, 0.55, 0.35], 2023, 2020年代, 2020s, 台灣, Taiwan, 甜美嗓音, Sweet Vocals, 鋼琴, Piano, 甜蜜愉悅, Sweet Joy, 約會, Dating, 華語流行, Mandopop, 網紅歌曲, Viral Song",
你的眼睛要了我的命,原子少年火土聯盟,HR5sHK3fPY4,"[0.30, 0.80, 0.55, 0.35], 2022, 2020年代, 2020s, 台灣, Taiwan, 原子少年, Atom Boyz, 清亮人聲, Clear Vocals, 合成器, Synthesizer, 電子鼓, Electronic Drums, 自信張揚, Confident and Assertive, 派對狂歡, Party, 舞曲流行, Dance Pop, 你的眼睛要了我的命 你的眼睛要了我的命 你的眼睛要了我的命 你的眼睛要了我的命",
愛人叨位去,楊靜,wXxazUEJAzQ,"[0.82, 0.35, 0.78, 0.35], 2005, 2000年代, 2000s, 台灣, Taiwan, 滄桑嗓音, Husky Vocals, 鋼琴, Piano, 情感糾葛, Emotional Entanglement, 孤獨寂寞, Loneliness, 失戀療傷, Heartbreak Healing, 獨處時光, Solitude, 台語流行, Taiwanese Pop, 冷吱吱的冬天, 愛人哪到底叨位去",
藍色的你,宇宙人,xxK3Wm3-lP0,"[0.45, 0.45, 0.55, 0.35], 理想狀態, 2012, 2010年代, 2010s, 台灣, Taiwan, 氣聲人聲, Breathy Vocals, 合成器, Synthesizer, 電吉他, Electric Guitar, 深夜沉思, Deep Night Contemplation, 獨處時光, Solitary Time, 獨立流行, Indie Pop, Ups, comes",
悟,劉德華,VpXCe02ZtiQ,"[0.82, 0.35, 0.55, 0.35], ""新少林寺""宣傳曲電影原聲帶, 電影原聲帶, OST, 2020, 2020年代, 2020s, 亞洲, Asia, 低音唱腔, Bass Vocal, 鋼琴, Piano, 壯闊深情, Grand Affection, 獨處時光, Solitude, 佛教音樂, Buddhist Music, 華語流行, Mandopop, 無量心 生福報 無極限, 無極限 生息息 愛相連",
飛飛飛,左左右右,cwQNpWlXSiY,"[0.30, 0.80, 0.55, 0.35], 左右iPlay, 2014, 2010年代, 2010s, 台灣, Taiwan, 甜美嗓音, Sweet Vocals, 合成器, Synthesizer, 輕快活潑, Light and Lively, 親子互動, Parent-Child Interaction, 舞曲流行, Dance-Pop, 不想呆 待在家, 和左右飛飛飛出去吧",
猜不透,張韶涵,lHgcT8kZJjI,"[0.82, 0.35, 0.55, 0.35], 歐若拉, 2006, 2000年代, 2000s, 台灣, Taiwan, 愛殺17, Bump Off Lover, 清亮人聲, Clear Vocals, 鋼琴, Piano, 情感糾葛, Emotional Entanglement, 獨處時光, Solitude, 華語流行, Mandopop, 滿天的星星在閃爍, 關於你們手牽手",
微微一笑很傾城,楊洋,u5d0emy9UJE,"[0.82, 0.35, 0.55, 0.35], 微微一笑很傾城 (電視劇原聲帶)電視劇原聲帶電視劇原聲帶, 電影原聲帶, OST, 2016, 2010年代, 2010s, 中國, China, 清亮人聲, Clear Vocals, 鋼琴, Piano, 甜蜜愉悅, Sweet Joy, 約會, Dating, 華語流行, Mandopop, 雨水滴在我的外套, 遇見你我才知道你對我多重要",
半壺紗,劉珂矣,5OGpasglmO4,"[0.45, 0.45, 0.78, 0.35], 2015, 2010年代, 2010s, 中國, China, 氣聲人聲, Breathy Vocals, 傳統樂器, Traditional Instruments, 溫柔療癒, Gentle Healing, 獨處時光, Solitude, 古風國風, Ancient Style Chinese Pop, 墨已入水 渡一池青花, 倘若我心中的山水 你眼中都看到",
白鷺鷥,黃品源,2d-W9WAe8AY,"[0.82, 0.35, 0.55, 0.35], 感謝 情人, 2000, 2000年代, 2000s, 台灣, Taiwan, 氣聲人聲, Breathy Vocals, 木吉他, Acoustic Guitar, 鋼琴, Piano, 遊子鄉愁, Homesickness, 孤獨寂寞, Loneliness, 獨處時光, Solitude, 台語流行, Taiwanese Pop, 不知影有這久沒想到伊, 我好像那隻失去愛情的白鷺鷥 後悔沒說出那句話",
不會消失的夜晚,信樂團,3vkRpaYysiI,"[0.30, 0.80, 0.78, 0.65], 天高地厚, 2004, 2000年代, 2000s, 台灣, Taiwan, 高音唱腔, High-pitched Vocals, 電吉他, Electric Guitar, 壯闊深情, Grand Passionate, 極致執著, Extreme Persistence, 孤獨寂寞, Loneliness, 失戀療傷, Heartbreak Healing, 獨處時光, Solitude, 流行搖滾, Pop Rock, 不知道你是否記得昨天, 冰封了所有的永遠",
晚安晚安,魏如萱,nKbcAIhxZV4,"[0.82, 0.35, 0.55, 0.35], 不允許哭泣的場合, 2012, 2010年代, 2010s, 台灣, Taiwan, 氣聲人聲, Breathy Vocals, 鋼琴, Piano, 深夜沉思, Late Night Contemplation, 獨處時光, Solitude, 獨立流行, Indie Pop, 現在幾點了 你在做什麼呢, 晚安 晚安 晚安 你聽不聽得到",
回憶裡的瘋狂,光良,JbaBtx-xPBI,"[0.82, 0.35, 0.78, 0.35], 2013, 2010年代, 2010s, 台灣, Taiwan, 清亮人聲, Clear Vocals, 鋼琴, Piano, 傷感釋懷, Sadness and Relief, 獨處時光, Solitude, 華語流行, Mandopop, 聽朋友聊起你的近況, 心裡有一個屬於你的地方",
Jingle Bells,Children's Song,kF9ZeZmOtB0,"[0.82, 0.35, 0.55, 0.35], Children's Christmas Favorites, 1857, 1850年代, 1850s, 美國, United States, 清亮人聲, Clear Vocals, 鋼琴, Piano, 鈴鐺, 輕快活潑, Lively and Cheerful, 親子互動, Parent-Child Interaction, 白雪皚皚, Snowy, 傳統兒歌, Traditional Children's Song, Bells, Dashing",
我不委屈?,戴愛玲,BKUyuUDTH18,"[0.82, 0.35, 0.78, 0.65], 2013, 2010年代, 2010s, 台灣, Taiwan, 高音唱腔, High-pitched Vocals, 鋼琴, Piano, 傷感釋懷, Sadness and Relief, 失戀療傷, Heartbreak Healing, 華語流行, Mandopop, 在陽光下飄起了小雨, 我不信不信不信不信深愛過的你",
捨不得,弦子,ANHOwWN3ZYg,"[0.82, 0.35, 0.78, 0.35], 不愛最大, 2008, 2000年代, 2000s, 中國, China, 甜美嗓音, Sweet Vocals, 鋼琴, Piano, 傷感釋懷, Sadness and Relief, 失戀療傷, Heartbreak Healing, 華語流行, Mandopop, 第一次你陪我坐著, 我捨不得",
不敢聽的歌,李千娜,o3_XrQ1-GJo,"[0.82, 0.35, 0.78, 0.35], 2016, 2010年代, 2010s, 台灣, Taiwan, 華語流行, Mandopop, 氣聲人聲, Breathy Vocals, 鋼琴, Piano, 傷感釋懷, Sadness and Relief, 情感糾葛, Emotional Entanglement, 獨處時光, Solitude, 失戀療傷, Heartbreak Healing, 有些遺憾總特別揪心的, 於是累了倦了痛了哭了 愛到傻了終於懂了",
敢傻敢衝,茄子蛋,qfnDqSGp1qA,"[0.30, 0.80, 0.55, 0.65], 2021, 2020年代, 2020s, 台灣, Taiwan, 粗獷人聲, Rough Vocals, 電吉他, Electric Guitar, 鼓組, Drums, 燃系熱血, Passionate and Hot-blooded, 勵志成長, Inspirational Growth, 台語流行, Taiwanese Pop, 獨立搖滾, Indie Rock, 天色 烏陰",
聽說當初你找過我,賀一航 (中國大陸男歌手),mOhZNckR6zI,"[0.82, 0.35, 0.78, 0.35], 2016, 2010年代, 2010s, 中國, China, 低音唱腔, Bass Vocal, 鋼琴, Piano, 傷感釋懷, Sadness and Relief, 獨處時光, Solitude, 網紅歌曲, Internet Viral Song, 對不起 不是故意要這樣做, 現在我才聽說 你當初找過我",
你好嗎,魏嘉瑩,PCQRqwYNnas,"[0.82, 0.35, 0.78, 0.35], 你好嗎?, 2022, 2020年代, 2020s, 台灣, Taiwan, 清亮人聲, Clear Vocals, 鋼琴, Piano, 傷感釋懷, Sadness and Relief, 獨處時光, Solitude, 華語流行, Mandopop, 是否笑得比從前開朗",
甜甜鹹鹹,趙芷彤,DYsVrUdxu14,"[0.45, 0.45, 0.55, 0.35], 2023, 2020年代, 2020s, 中國, China, 甜美嗓音, Sweet Vocals, 合成器, Synthesizer, 甜蜜愉悅, Sweet Joy, 約會, Dating, 網紅歌曲, Internet Viral Song, 你是微笑裡的甜, 監製：晴時書",
酒國英雄,陳百潭,fiIlk8KEnDg,"[0.45, 0.45, 0.55, 0.35], 陳百潭 一定要成功, 1992, 1990年代, 1990s, 台灣, Taiwan, 滄桑嗓音, Husky Vocals, 傳統樂器, Traditional Instruments, 孤獨寂寞, Loneliness, 獨處時光, Solitude, 台語流行, Taiwanese Pop, 明知自己無量酒, 明知自己無酒量",
好喜歡你,顏人中,auRalbfGyks,"[0.45, 0.45, 0.55, 0.35], 2019, 2010年代, 2010s, 台灣, Taiwan, 氣聲人聲, Breathy Vocals, 合成器, Synthesizer, 甜蜜愉悅, Sweet Joy, 約會, Dating, 華語流行, Mandopop, 每一天都想對你玩著戀愛的遊戲, 好喜歡你就是好喜歡你",
繞,江美琪,OyGrsd3q364,"[0.82, 0.35, 0.55, 0.35], 火神的眼淚電視劇原聲帶, 電影原聲帶, OST, 2017, 2010年代, 2010s, 台灣, Taiwan, 氣聲人聲, Breathy Vocals, 鋼琴, Piano, 弦樂, Strings, 情感糾葛, Emotional Entanglement, 獨處時光, Solitude, 華語流行, Mandopop, 你走了 你飛了, 謝謝你愛的恨的遠的近的曾留給我",
